web_scraper_order,web_scraper_start_url,name,category_link,name_divi,divi_link,description_divi,divi_title,pakket_divi,categories_divi
"1765314332-37","https://indiveo.nl/specialismen-zorg","Spoedeisende Hulp en Gipskamer","https://indiveo.nl/themas/spoedeisende-hulp-en-gipskamer/","Bezoek aan de spoedeisende hulp","https://indiveo.nl/divis/bezoek-aan-de-spoedeisende-hulp/","Wanneer een patiënt een bezoek aan de spoedeisende hulp (SEH) brengt, komt er veel op hem of haar af. De Divi 'Bezoek op de spoedeisende hulp' geeft uitleg over de gang van zaken tijdens het bezoek. 



Patiënten krijgen bijvoorbeeld uitleg over wat triage is en hoe wordt bepaald welke patiënt eerder geholpen wordt. Daarnaast krijgen ze uitleg over onderzoeken die bijvoorbeeld tijdens het bezoek plaatsvinden. Ook over de verschillende mogelijkheden na het bezoek wordt uitleg gegeven.","Bezoek aan de spoedeisende hulp","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Spoedeisende Hulp en Gipskamer"
"1765314335-38","https://indiveo.nl/specialismen-zorg","Reumatologie","https://indiveo.nl/themas/reumatologie/","Ziekenhuisverplaatste zorg medicatie (ZVZ-medicatie)","https://indiveo.nl/divis/ziekenhuisverplaatste-zorg-medicatie-zvz-medicatie/","Ziekenhuisverplaatste zorg medicatie (ZVZ-medicatie) zijn medicijnen zoals injecties, pennen of tabletten die alleen voorgeschreven en uitgegeven kunnen worden door het ziekenhuis en de ziekenhuisapotheek. 



In deze Divi wordt aan patiënten uitleg gegeven over wat ZVZ-medicatie is en hoe het proces van ophalen (met een koeltas) en herhaalrecepten verloopt.","Ziekenhuisverplaatste zorg medicatie (ZVZ-medicatie)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie, Gynaecologie en verloskunde, Interne geneeskunde, Kindergeneeskunde, Longziekten, Maag-darm-leverziekten, Oncologie, Reumatologie"
"1765314338-39","https://indiveo.nl/specialismen-zorg","Reumatologie","https://indiveo.nl/themas/reumatologie/","Van biological naar biosimilar","https://indiveo.nl/divis/van-biological-naar-biosimilar/","Wanneer een biological een aantal jaar op de markt is, mogen andere fabrikanten dit maken. Dit medicijn van een ander fabrikant noemen we een biosimilar. 



Bioligicals zijn vaak erg duur. Daarom kiezen veel ziekenhuizen ervoor om over te stappen naar biosimilars. Deze zijn meestal goedkoper. Zowel de biologicals als biosimilars worden gemaakt van een levend organisme. De werking is hetzelfde, maar de samenstelling niet helemaal. 



Omdat de biologicals en biosimilars in samenstelling van elkaar kunnen verschillen zijn ziekenhuizen verplicht om patiënten te informeren over de overstap. Deze Divi kan ingezet worden om patiënten over de verandering te informeren.","Van biological naar biosimilar","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Borstkanker, Dermatologie, Longziekten, Maag-darm-leverziekten, Oncologie, Reumatologie"
"1765314340-40","https://indiveo.nl/specialismen-zorg","Reumatologie","https://indiveo.nl/themas/reumatologie/","SensoReady pen (Hyrimoz)","https://indiveo.nl/divis/sensoready-pen-hyrimoz/","Bij ontstekingsziekten kan een arts u de biosimilar Hyrimoz voorschrijven. Hyrimoz remt ontstekingen in het lichaam. Een biosimilar is een biologisch geneesmiddel. Een biologisch geneesmiddel bevat eiwitten die door levende cellen zijn gemaakt.



Hyrimoz moeten patiënten zelf toedienen met de SensoReady pen. In deze Divi krijgen patiënten informatie over het toedienen van Hyrimoz met de SensoReady pen.","SensoReady pen (Hyrimoz)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie, Interne geneeskunde, Maag-darm-leverziekten, Reumatologie"
"1765314342-41","https://indiveo.nl/specialismen-zorg","Reumatologie","https://indiveo.nl/themas/reumatologie/","Reumatoïde artritis","https://indiveo.nl/divis/reumatoide-artritis/","Reumatoïde artritis zorgt ervoor dat de gewrichten ontstoken zijn. Reumatoïde artritis is een auto-immuunziekte. In deze Divi krijgen patiënten informatie over wat een auto-immuunziekte is. Daarna krijgen patiënten informatie over wat reumatoïde artritis is.



Ook geeft de Divi informatie over de verschillende onderzoeken die gedaan worden en de behandeling van reumatoïde artritis. Daarnaast krijgen patiënten diverse tips over bewegen, voeding en het omgaan met gevoelens.","Reumatoïde artritis","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Reumatologie"
"1765314343-42","https://indiveo.nl/specialismen-zorg","Reumatologie","https://indiveo.nl/themas/reumatologie/","Pijn bij axiale SpA, RA en PsA (u-versie)","https://indiveo.nl/divis/pijn-bij-axiale-spa-ra-en-psa-u-versie/","Patiënten met axiale spondyloartritis, reumatoïde artrtitis, artritis psoriatica hebben vaak pijn. Het is belangrijk om de soort pijn te herkennen, omdat elke soort een andere behandeling vereist, waardoor de pijn beter kan worden aangepakt. De patiënt wordt geïnformeerd door middel van tekst, illustraties en animaties.","Pijn bij axiale SpA, RA en PsA (u-versie)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Reumatologie"
"1765314345-43","https://indiveo.nl/specialismen-zorg","Reumatologie","https://indiveo.nl/themas/reumatologie/","Pijn bij axiale SpA, RA en PsA (je-versie)","https://indiveo.nl/divis/pijn-bij-axiale-spa-ra-en-psa/","Patiënten met axiale spondyloartritis, reumatoïde artrtitis, artritis psoriatica hebben vaak pijn. Het is belangrijk om de soort pijn te herkennen, omdat elke soort een andere behandeling vereist, waardoor de pijn beter kan worden aangepakt.



In deze Divi krijgen patiënten informatie over welke soorten pijn er bestaan. In deze Divi worden in korte animaties de soorten pijn uitgelicht. Het gaat om gewrichtspijn, pees- en wervelpijn, zenuwpijn, spierpijn en slijtagepijn. Zodra patiënten zelf de oorzaak van de pijn herkennen, kunnen zij ook zelf bepalen of zij iets aan de pijn kunnen doen.","Pijn bij axiale SpA, RA en PsA (je-versie)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Reumatologie"
"1765314348-44","https://indiveo.nl/specialismen-zorg","Reumatologie","https://indiveo.nl/themas/reumatologie/","Methotrexaat","https://indiveo.nl/divis/methotrexaat/","Methotrexaat is een medicijn dat gegeven kan worden bij auto-immuunziekte waarbij een patiënt ontstekingen heeft in het lichaam. Voorbeelden van ontstekingsziekten zijn psoriasis, de ziekte van Crohn en reumatoïde artritis, ook wel reuma genoemd.  



In deze Divi wordt in een animatie uitgelegd hoe methotrexaat het afweersysteem remt, waardoor de ontstekingen afnemen. Daarnaast wordt in de Divi ook aandacht besteed aan de bijbehorende leefregels.","Methotrexaat","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie, Maag-darm-leverziekten, Reumatologie"
"1765314349-45","https://indiveo.nl/specialismen-zorg","Reumatologie","https://indiveo.nl/themas/reumatologie/","Kinderwens en reuma","https://indiveo.nl/divis/kinderwens-en-reuma/","Deze Divi is ontwikkeld voor patiënten met reuma die een zwangerschap overwegen. Het is namelijk belangrijk dat de reuma rustig is. Dit kan betekenen dat er aanpassingen nodig zijn in de medicatie. 



In deze Divi krijgen patiënten informatie over welke invloed reuma kan hebben op de zwangerschap. Het benadrukt ook het belang van vroegtijdige bespreking van de kinderwens met zowel de reumatoloog als de gynaecoloog. Daarnaast wordt er uitgebreide informatie verstrekt over de medicatie, de periode van de zwangerschap en de bevalling.","Kinderwens en reuma","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Reumatologie"
"1765314351-46","https://indiveo.nl/specialismen-zorg","Reumatologie","https://indiveo.nl/themas/reumatologie/","Jicht","https://indiveo.nl/divis/jicht/","Jicht is een ontsteking in het gewricht, meestal in de teen of voet. Het gewricht wordt rood, dik en pijnlijk. 



Hier krijgen patiënten informatie over wat de aandoening is en welke dingen zij zelf kunnen doen om jichtklachten te verminderen en waar mogelijk te voorkomen.","Jicht","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Reumatologie"
"1765314353-47","https://indiveo.nl/specialismen-zorg","Reumatologie","https://indiveo.nl/themas/reumatologie/","Gewrichtspunctie","https://indiveo.nl/divis/gewrichtspunctie/","Met een gewrichtspunctie kan vocht uit een gewricht gehaald worden om te kijken of een patiënt een ontsteking heeft. Vervolgens kan er een diagnose gesteld worden. In deze Divi wordt met een animatie aan patiënten getoond hoe de punctie verloopt. Zo is voor de patiënt duidelijk wat hij of zij van de punctie kan verwachten.","Gewrichtspunctie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie, Orthopedie, Reumatologie"
"1765314355-48","https://indiveo.nl/specialismen-zorg","Reumatologie","https://indiveo.nl/themas/reumatologie/","Fibromyalgie","https://indiveo.nl/divis/fibromyalgie/","Fibromyalgie is een ziektebeeld waarbij de patiënt iedere dag pijn voelt. Het is niet duidelijk hoe fibromyalgie ontstaat en hoe de klachten kunnen worden behandeld met medicatie. 



In deze Divi krijgen patiënten meer informatie over fibromyalgie en hoe zij hier het beste mee om kunnen gaan.","Fibromyalgie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Reumatologie"
"1765314357-49","https://indiveo.nl/specialismen-zorg","Reumatologie","https://indiveo.nl/themas/reumatologie/","Fenomeen van Raynaud","https://indiveo.nl/divis/fenomeen-van-raynaud/","Bij het fenomeen van Raynaud stroomt er niet genoeg bloed naar de vingers of tenen. Dat komt doordat de bloedvaten verkrampen, bijvoorbeeld door kou of spanning.



Hier krijgen patiënten informatie over wat het fenomeen van Raynaud is en hoe onderzocht kan worden of het veroorzaakt wordt door een reumatische aandoening.","Fenomeen van Raynaud","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Reumatologie"
"1765314360-50","https://indiveo.nl/specialismen-zorg","Reumatologie","https://indiveo.nl/themas/reumatologie/","Botontkalking","https://indiveo.nl/divis/botontkalking/","In deze Divi wordt uitgelegd wat botontkalking is en welke gevolgen het kan hebben. Botontkalking, ook wel osteoporose genoemd, maakt de botten minder sterk, waardoor ze sneller kunnen breken. Omdat dit proces langzaam verloopt, wordt osteoporose vaak pas op latere leeftijd ontdekt, meestal na een botbreuk. De patiënt wordt geïnformeerd door middel van tekst, illustratie en animatie.","Botontkalking","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Interne geneeskunde, Reumatologie"
"1765314361-51","https://indiveo.nl/specialismen-zorg","Reumatologie","https://indiveo.nl/themas/reumatologie/","Belang van bewegen bij axiale spondyloartritis","https://indiveo.nl/divis/belang-van-bewegen-bij-axiale-spondyloartritis/","Voor mensen die lijden aan axiale spondyloartritis is het belangrijk om actief te blijven. Door regelmatig te bewegen kunnen patiënten hun algehele conditie verbeteren, uiteindelijk gaan patiënten zich dan beter voelen en kunnen zij mogelijk minder medicijnen gebruiken. 



Deze Divi voorziet patiënten van informatie over de voordelen van beweging bij axiale spondyloartritis. Het benadrukt het belang van een goede lichaamshouding, sporten en het uitvoeren van specifieke oefeningen. Dit kan leiden tot een afname van ontstekingen in de gewrichten en meer flexibiliteit in de pezen.","Belang van bewegen bij axiale spondyloartritis","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Reumatologie"
"1765314363-52","https://indiveo.nl/specialismen-zorg","Reumatologie","https://indiveo.nl/themas/reumatologie/","Behandeling met biologicals","https://indiveo.nl/divis/behandeling-met-biologicals/","Een biological is een medicijn dat de werking van ontstekingseiwitten of afweercellen in het lichaam remt. Het bestaat geheel of gedeeltelijk uit dierlijk of menselijk eiwit. Biologicals kunnen bijvoorbeeld gebruikt worden bij ontstekingsziekten zoals reuma, de ziekte van Crohn of psoriasis.



De Divi 'Behandeling met biologicals' bevat een animatie waarin uitleg gegeven wordt over wat een biological is. Daarnaast krijgen patiënten in de Divi uitleg over de gevolgen van deze medicatie in het dagelijks leven, leefregels en over de screening die zij krijgen voordat er gestart kan worden met de biological.","Behandeling met biologicals","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie, Longziekten, Maag-darm-leverziekten, Reumatologie"
"1765314366-53","https://indiveo.nl/specialismen-zorg","Reumatologie","https://indiveo.nl/themas/reumatologie/","Artrose in de hand of pols","https://indiveo.nl/divis/artrose-in-de-hand-of-pols/","De patiënt heeft artrose in de hand of pols. Dit kan zorgen voor pijn, stijfheid of een zwelling – een plek die dikker is dan normaal. Door deze klachten beweegt het gewricht minder soepel en is bewegen pijnlijker. In deze Divi wordt uitgelegd wat artrose in de hand of pols inhoudt en wat de patiënt zelf kan doen om in het dagelijks leven minder klachten te ervaren. De patiënt wordt geïnformeerd door middel van illustratie, animatie en tekst.","Artrose in de hand of pols","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Reumatologie"
"1765314369-54","https://indiveo.nl/specialismen-zorg","Reumatologie","https://indiveo.nl/themas/reumatologie/","Artrose","https://indiveo.nl/divis/artrose/","De patiënt heeft artrose. Dit komt voor in een of meerdere gewrichten, waar twee botten samenkomen. Door artrose kan het gewricht minder soepel bewegen. De patiënt kan last hebben van pijn, stijfheid of een zichtbare bult. In deze Divi wordt uitgelegd wat artrose is en wat de patiënt zelf kan doen om in het dagelijks leven minder klachten te ervaren. De patiënt wordt geïnformeerd door middel van illustratie, animatie en tekst.","Artrose","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Reumatologie"
"1765314372-55","https://indiveo.nl/specialismen-zorg","Radiologie en Beeldvormende technieken","https://indiveo.nl/themas/radiologie-en-beeldvormende-technieken/","X Thorax","https://indiveo.nl/divis/x-thorax/","Een X Thorax, ook wel een thoraxfoto of longfoto genoemd, is een röntgenfoto van de borstkas. Op deze foto zijn de longen, het hart en de botstructuur daar omheen te zien. In de Divi X Thorax wordt aan de patiënt uitgelegd hoe het maken van de thoraxfoto verloopt. Na het zien van de Divi weet de patiënt wat hij of zij kan verwachten van dit onderzoek.","X Thorax","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Radiologie en beeldvormende technieken"
"1765314374-56","https://indiveo.nl/specialismen-zorg","Radiologie en Beeldvormende technieken","https://indiveo.nl/themas/radiologie-en-beeldvormende-technieken/","X Bewegingsapparaat","https://indiveo.nl/divis/x-bewegingsapparaat/","Tijdens een onderzoek met een X bewegingsapparaat wordt er een röntgenfoto gemaakt van bijvoorbeeld uw benen, armen, gewrichten of rug. Na het bekijken van deze Divi weet de patiënt wat hij kan verwachten van dit onderzoek. Daarnaast leest en ziet de patiënt hoe de voorbereiding op en nazorg van het onderzoek eruit ziet.","X Bewegingsapparaat","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Radiologie en beeldvormende technieken"
